Global Ranking
Rank	Region	Entry / District	Song Title	Current Views	Published	Matched Video Title	YouTube URL	Fetched At
107	Luzon	Laoag City	Guide My Heart	1904	2026-04-30T21:00:13-07:00	Guide My Heart | Laoag City | INCMV AWARDS 2026	https://www.youtube.com/watch?v=5aYDiq8GK-Y	Fetched 06/04/2026, 11:39:03 PM GMT+8
108	Luzon	Sta. Cruz, Laguna	Ang Tungkuling Itiniwala, Puspusan Naming Magawa	1835	2026-04-30T21:00:18-07:00	Ang Tungkuling Itiniwala, Puspusan Naming Magawa | Sta. Cruz, Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=B_F9-H5j1YY	Fetched 06/04/2026, 11:39:03 PM GMT+8
109	Abroad	British Columbia	Let's Not Worry	1783	2026-05-01	Let's Not Worry | British Columbia | INCMV AWARDS 2026	https://www.youtube.com/watch?v=m7NH9hfdC1o	Fetched 06/04/2026, 11:39:03 PM GMT+8
110	Luzon	Bataan South	Sabi Ni Lola	1733	2026-04-30T21:00:01-07:00	Sabi Ni Lola | Bataan South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=0jr41plvwA4	Fetched 06/04/2026, 11:39:03 PM GMT+8
111	Luzon	Metro Manila South	Everything is Possible	1722	2026-04-30T21:00:28-07:00	Everything is Possible | Metro Manila South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=R-nF-iSn_Gc	Fetched 06/04/2026, 11:39:03 PM GMT+8
112	Luzon	Sta. Rosa City, Laguna	Dinadalisay Lamang Ako	1709	2026-04-30T21:00:10-07:00	Dinadalisay Lamang Ako | Sta. Rosa City, Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=92eLf4n5ojQ	Fetched 06/04/2026, 11:39:03 PM GMT+8
113	Luzon	Bulacan North	Patuloy Natin Siyang Dadalanginan	1675	2026-04-30T21:01:08-07:00	Patuloy Natin Siyang Dadalanginan | Bulacan North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=xCk3kDrWVEY	Fetched 06/04/2026, 11:39:03 PM GMT+8
114	Mindanao	Cotabato North	Ngayon Na	1663	2026-05-02	Ngayon Na | Cotabato North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=LAJbQ7A5ZZE	Fetched 06/04/2026, 11:39:03 PM GMT+8
115	Luzon	Urdaneta City, Pangasinan	Masaya	1646	2026-04-30T21:00:53-07:00	Masaya | Urdaneta City, Pangasinan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=jJZw8I-pUd8	Fetched 06/04/2026, 11:39:03 PM GMT+8
116	Mindanao	Don Carlos, Bukidnon	Masaya	1600	1 month ago	Masaya | Don Carlos, Bukidnon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=_apmEMNj6uQ	Fetched 06/04/2026, 11:39:03 PM GMT+8
117	Visayas	Southern Leyte	Ilagak Ang Pag-asa Sa Biyayang Darating	1600	1 month ago	Ilagak Ang Pag-asa Sa Biyayang Darating | Southern Leyte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=nWhiokZYDY0	Fetched 06/04/2026, 11:39:03 PM GMT+8
118	Abroad	Washington DC	Thank You, Lord	1596	2026-05-01	Thank You, Lord | Washington DC | INCMV AWARDS 2026	https://www.youtube.com/watch?v=J-S5vYsryAk	Fetched 06/04/2026, 11:39:03 PM GMT+8
119	Luzon	Cagayan South	Ikaw Ang Biyaya	1594	2026-04-30T21:00:09-07:00	Ikaw Ang Biyaya | Cagayan South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=7HNKw6wr4xY	Fetched 06/04/2026, 11:39:03 PM GMT+8
120	Mindanao	Davao Occidental	Stay Strong	1586	2026-05-01	Stay Strong | Davao Occidental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=Ub_EdooR4P8	Fetched 06/04/2026, 11:39:03 PM GMT+8
121	Luzon	Guimba, Nueva Ecija	I Will Walk By Faith	1545	2026-04-30T21:00:04-07:00	I Will Walk By Faith | Guimba, Nueva Ecija | INCMV AWARDS 2026	https://www.youtube.com/watch?v=149loEzVRZc	Fetched 06/04/2026, 11:39:03 PM GMT+8
122	Mindanao	Valencia City, Bukidnon	Masaya	1529	2026-05-02	Masaya | Valencia City, Bukidnon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=87vnLXXW0u8	Fetched 06/04/2026, 11:39:03 PM GMT+8
123	Luzon	Alaminos City, Pangasinan	Babalik Nang May Pananabik	1516	2026-04-30T21:00:01-07:00	Babalik Nang May Pananabik | Alaminos City, Pangasinan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=a2g-dmr-hQ8	Fetched 06/04/2026, 11:39:03 PM GMT+8
124	Abroad	Spain	Braver	1504	2026-05-01	Braver | Spain | INCMV AWARDS 2026	https://www.youtube.com/watch?v=BeJ0EKpTfhg	Fetched 06/04/2026, 11:39:03 PM GMT+8
125	Mindanao	Davao Oriental	Lahat, Posible Sa Ama	1477	2026-05-01	Lahat, Posible Sa Ama | Davao Oriental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=ZGEDxFEiv5E	Fetched 06/04/2026, 11:39:03 PM GMT+8
126	Abroad	Oregon	Salamat, Ama	1474	2026-05-01	Salamat, Ama | Oregon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=O-LX3lg4cqg	Fetched 06/04/2026, 11:39:03 PM GMT+8
127	Abroad	Tokyo, Japan	Panalangin	1445	2026-05-01	Panalangin | Tokyo, Japan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=Jw-BakeP1y0	Fetched 06/04/2026, 11:39:03 PM GMT+8
128	Luzon	Bulacan West	Masaya	1432	2026-04-30T21:00:54-07:00	Masaya | Bulacan West | INCMV AWARDS 2026	https://www.youtube.com/watch?v=g6mmyjOTzpA	Fetched 06/04/2026, 11:39:03 PM GMT+8
129	Luzon	Rizal East	Masaya	1415	2026-04-30T21:00:51-07:00	Masaya | Rizal East | INCMV AWARDS 2026	https://www.youtube.com/watch?v=jlZKAshxfKE	Fetched 06/04/2026, 11:39:03 PM GMT+8
130	Luzon	Mamburao, Mindoro Occidental	Masaya	1390	2026-04-30T21:01:08-07:00	Masaya | Mamburao, Mindoro Occidental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=tJXtarRMfN8	Fetched 06/04/2026, 11:39:03 PM GMT+8
131	Abroad	Northern Plains	Miracles	1304	2026-05-01	Miracles | Northern Plains | INCMV AWARDS 2026	https://www.youtube.com/watch?v=XiI3eAo6hIA	Fetched 06/04/2026, 11:39:03 PM GMT+8
132	Mindanao	Davao Del Sur	Maglilingkod Pa Rin Ako sa Diyos	1300	1 month ago	Maglilingkod Pa Rin Ako sa Diyos | Davao Del Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=AAcbWXSChU8	Fetched 06/04/2026, 11:39:03 PM GMT+8
133	Mindanao	Sultan Kudarat	Maglilingkod Pa Rin Ako Sa Diyos	1265	2026-05-01	Maglilingkod Pa Rin Ako Sa Diyos | Sultan Kudarat | INCMV AWARDS 2026	https://www.youtube.com/watch?v=EUpHN0FnpP8	Fetched 06/04/2026, 11:39:03 PM GMT+8
134	Abroad	Northern Africa	People Of God, Give Him Glory	1220	2026-05-01	People Of God, Give Him Glory | Northern Africa | INCMV AWARDS 2026	https://www.youtube.com/watch?v=VBpydj2rE0w	Fetched 06/04/2026, 11:39:03 PM GMT+8
135	Abroad	Manitoba	Masaya	1146	2026-05-01	Masaya | Manitoba | INCMV AWARDS 2026	https://www.youtube.com/watch?v=FLTt0EN92W8	Fetched 06/04/2026, 11:39:03 PM GMT+8
136	Luzon	Bongabong, Oriental Mindoro	Anuman Po Ang Mangyari	1131	2026-04-30T21:00:47-07:00	Anuman Po Ang Mangyari | Bongabong, Oriental Mindoro | INCMV AWARDS 2026	https://www.youtube.com/watch?v=gYGoE34Of-Y	Fetched 06/04/2026, 11:39:03 PM GMT+8
137	Luzon	Aurora	Ipanalangin Mo	1095	2026-04-30T21:00:31-07:00	Ipanalangin Mo | Aurora | INCMV AWARDS 2026	https://www.youtube.com/watch?v=IQQHXEPBIz0	Fetched 06/04/2026, 11:39:03 PM GMT+8
138	Luzon	Zambales North	Maglilingkod Pa Rin Ako Sa Diyos	1082	2026-04-30T21:00:01-07:00	Maglilingkod Pa Rin Ako Sa Diyos | Zambales North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=-7gSAx4RKNE	Fetched 06/04/2026, 11:39:03 PM GMT+8
139	Visayas	Antique	My Strength And Confidence	967	2026-05-01	My Strength And Confidence | Antique | INCMV AWARDS 2026	https://www.youtube.com/watch?v=G2q4uanbfJk	Fetched 06/04/2026, 11:39:03 PM GMT+8
140	Luzon	Ilocos Sur	Anuman Po Ang Mangyari	943	2026-04-30T21:00:14-07:00	Anuman Po Ang Mangyari | Ilocos Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=EHeiK2eTcQ0	Fetched 06/04/2026, 11:39:03 PM GMT+8
141	Luzon	Abra	Anuman Po Ang Mangyari	929	2026-04-30T21:00:44-07:00	Anuman Po Ang Mangyari | Abra | INCMV AWARDS 2026	https://www.youtube.com/watch?v=_Reye45fgJM	Fetched 06/04/2026, 11:39:03 PM GMT+8
142	Abroad	Saskatchewan	Up	916	2026-05-01	Up | Saskatchewan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=MLVvEaYoluQ	Fetched 06/04/2026, 11:39:03 PM GMT+8
143	Abroad	Greater Toronto	Battle Cry 2.0	913	2026-05-01	Battle Cry 2.0 | Greater Toronto | INCMV AWARDS 2026	https://www.youtube.com/watch?v=bVFFX68oK7k	Fetched 06/04/2026, 11:39:03 PM GMT+8
144	Mindanao	Davao Del Norte	Takbuhin	907	2026-05-05	Takbuhin | Davao Del Norte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=cmFXZ3uEVO4	Fetched 06/04/2026, 11:39:03 PM GMT+8
145	Abroad	Calgary	Everything Is Possible	899	2026-05-01	Everything Is Possible | Calgary | INCMV AWARDS 2026	https://www.youtube.com/watch?v=utN_6BJcn6k	Fetched 06/04/2026, 11:39:03 PM GMT+8
146	Luzon	Calamba City Laguna	Mag-uumapaw Ang Pag-asa	891	2026-04-30T21:01:06-07:00	Mag-uumapaw Ang Pag-asa | Calamba City Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=qGL-dl2E6-s	Fetched 06/04/2026, 11:39:03 PM GMT+8
147	Abroad	Southern Ontario	A Prayer To God	771	2026-05-01	A Prayer To God | Southern Ontario | INCMV AWARDS 2026	https://www.youtube.com/watch?v=4NjHXWNNNmc	Fetched 06/04/2026, 11:39:03 PM GMT+8
148	Abroad	Micronesia	Still Blessed By God	686	2026-05-01	Still Blessed By God | Micronesia | INCMV AWARDS 2026	https://www.youtube.com/watch?v=qTmJBPVIEpc	Fetched 06/04/2026, 11:39:03 PM GMT+8
149	Mindanao	Koronadal City, South Cotabato	Anuman Po Ang Mangyari	676	2026-05-01	Anuman Po Ang Mangyari | Koronadal City, South Cotabato | INCMV AWARDS 2026	https://www.youtube.com/watch?v=XZZukPcJJKo	Fetched 06/04/2026, 11:39:03 PM GMT+8
150	Visayas	San Carlos City, Negros Occidental	Enlightened	643	2026-05-01	Enlightened | San Carlos City, Negros Occidental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=ffrtWU5cB4A	Fetched 06/04/2026, 11:39:03 PM GMT+8
