Global Ranking
Rank	Region	Entry / District	Song Title	Current Views	Published	Matched Video Title	YouTube URL	Fetched At
111	Luzon	Sta. Rosa City, Laguna	Dinadalisay Lamang Ako	1674	3 weeks ago	Dinadalisay Lamang Ako | Sta. Rosa City, Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=92eLf4n5ojQ	Fetched 05/24/2026, 3:46:56 PM GMT+8
112	Luzon	Sta. Cruz, Laguna	Ang Tungkuling Itiniwala, Puspusan Naming Magawa	1658	3 weeks ago	Ang Tungkuling Itiniwala, Puspusan Naming Magawa | Sta. Cruz, Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=B_F9-H5j1YY	Fetched 05/24/2026, 3:46:56 PM GMT+8
113	Luzon	Bulacan North	Patuloy Natin Siyang Dadalanginan	1646	3 weeks ago	Patuloy Natin Siyang Dadalanginan | Bulacan North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=xCk3kDrWVEY	Fetched 05/24/2026, 3:46:56 PM GMT+8
114	Luzon	Urdaneta City, Pangasinan	Masaya	1629	3 weeks ago	Masaya | Urdaneta City, Pangasinan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=jJZw8I-pUd8	Fetched 05/24/2026, 3:46:56 PM GMT+8
115	Visayas	Southern Leyte	Ilagak Ang Pag-asa Sa Biyayang Darating	1604	3 weeks ago	Ilagak Ang Pag-asa Sa Biyayang Darating | Southern Leyte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=nWhiokZYDY0	Fetched 05/24/2026, 3:46:56 PM GMT+8
116	Mindanao	Cotabato North	Ngayon Na	1576	3 weeks ago	Ngayon Na | Cotabato North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=LAJbQ7A5ZZE	Fetched 05/24/2026, 3:46:56 PM GMT+8
117	Abroad	Washington DC	Thank You, Lord	1562	3 weeks ago	Thank You, Lord | Washington DC | INCMV AWARDS 2026	https://www.youtube.com/watch?v=J-S5vYsryAk	Fetched 05/24/2026, 3:46:56 PM GMT+8
118	Mindanao	Don Carlos, Bukidnon	Masaya	1556	3 weeks ago	Masaya | Don Carlos, Bukidnon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=_apmEMNj6uQ	Fetched 05/24/2026, 3:46:56 PM GMT+8
119	Luzon	Cagayan South	Ikaw Ang Biyaya	1540	3 weeks ago	Ikaw Ang Biyaya | Cagayan South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=7HNKw6wr4xY	Fetched 05/24/2026, 3:46:56 PM GMT+8
120	Luzon	Guimba, Nueva Ecija	I Will Walk By Faith	1499	3 weeks ago	I Will Walk By Faith | Guimba, Nueva Ecija | INCMV AWARDS 2026	https://www.youtube.com/watch?v=149loEzVRZc	Fetched 05/24/2026, 3:46:56 PM GMT+8
121	Luzon	Alaminos City, Pangasinan	Babalik Nang May Pananabik	1498	3 weeks ago	Babalik Nang May Pananabik | Alaminos City, Pangasinan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=a2g-dmr-hQ8	Fetched 05/24/2026, 3:46:56 PM GMT+8
122	Mindanao	Valencia City, Bukidnon	Masaya	1495	3 weeks ago	Masaya | Valencia City, Bukidnon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=87vnLXXW0u8	Fetched 05/24/2026, 3:46:56 PM GMT+8
123	Mindanao	Davao Occidental	Stay Strong	1494	3 weeks ago	Stay Strong | Davao Occidental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=Ub_EdooR4P8	Fetched 05/24/2026, 3:46:56 PM GMT+8
124	Abroad	Spain	Braver	1474	3 weeks ago	Braver | Spain | INCMV AWARDS 2026	https://www.youtube.com/watch?v=BeJ0EKpTfhg	Fetched 05/24/2026, 3:46:56 PM GMT+8
125	Luzon	Bulacan West	Masaya	1415	3 weeks ago	Masaya | Bulacan West | INCMV AWARDS 2026	https://www.youtube.com/watch?v=g6mmyjOTzpA	Fetched 05/24/2026, 3:46:56 PM GMT+8
126	Mindanao	Davao Oriental	Lahat, Posible Sa Ama	1395	3 weeks ago	Lahat, Posible Sa Ama | Davao Oriental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=ZGEDxFEiv5E	Fetched 05/24/2026, 3:46:56 PM GMT+8
127	Abroad	Oregon	Salamat, Ama	1392	3 weeks ago	Salamat, Ama | Oregon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=O-LX3lg4cqg	Fetched 05/24/2026, 3:46:56 PM GMT+8
128	Luzon	Rizal East	Masaya	1374	3 weeks ago	Masaya | Rizal East | INCMV AWARDS 2026	https://www.youtube.com/watch?v=jlZKAshxfKE	Fetched 05/24/2026, 3:46:56 PM GMT+8
129	Luzon	Mamburao, Mindoro Occidental	Masaya	1349	3 weeks ago	Masaya | Mamburao, Mindoro Occidental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=tJXtarRMfN8	Fetched 05/24/2026, 3:46:56 PM GMT+8
130	Abroad	Tokyo, Japan	Panalangin	1342	3 weeks ago	Panalangin | Tokyo, Japan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=Jw-BakeP1y0	Fetched 05/24/2026, 3:46:56 PM GMT+8
131	Abroad	Northern Plains	Miracles	1286	3 weeks ago	Miracles | Northern Plains | INCMV AWARDS 2026	https://www.youtube.com/watch?v=XiI3eAo6hIA	Fetched 05/24/2026, 3:46:56 PM GMT+8
132	Mindanao	Davao Del Sur	Maglilingkod Pa Rin Ako sa Diyos	1245	3 weeks ago	Maglilingkod Pa Rin Ako sa Diyos | Davao Del Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=AAcbWXSChU8	Fetched 05/24/2026, 3:46:56 PM GMT+8
133	Mindanao	Sultan Kudarat	Maglilingkod Pa Rin Ako Sa Diyos	1244	3 weeks ago	Maglilingkod Pa Rin Ako Sa Diyos | Sultan Kudarat | INCMV AWARDS 2026	https://www.youtube.com/watch?v=EUpHN0FnpP8	Fetched 05/24/2026, 3:46:56 PM GMT+8
134	Abroad	Northern Africa	People Of God, Give Him Glory	1190	3 weeks ago	People Of God, Give Him Glory | Northern Africa | INCMV AWARDS 2026	https://www.youtube.com/watch?v=VBpydj2rE0w	Fetched 05/24/2026, 3:46:56 PM GMT+8
135	Abroad	Manitoba	Masaya	1115	3 weeks ago	Masaya | Manitoba | INCMV AWARDS 2026	https://www.youtube.com/watch?v=FLTt0EN92W8	Fetched 05/24/2026, 3:46:56 PM GMT+8
136	Luzon	Bongabong, Oriental Mindoro	Anuman Po Ang Mangyari	1110	3 weeks ago	Anuman Po Ang Mangyari | Bongabong, Oriental Mindoro | INCMV AWARDS 2026	https://www.youtube.com/watch?v=gYGoE34Of-Y	Fetched 05/24/2026, 3:46:56 PM GMT+8
137	Luzon	Zambales North	Maglilingkod Pa Rin Ako Sa Diyos	1069	3 weeks ago	Maglilingkod Pa Rin Ako Sa Diyos | Zambales North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=-7gSAx4RKNE	Fetched 05/24/2026, 3:46:56 PM GMT+8
138	Luzon	Aurora	Ipanalangin Mo	1054	3 weeks ago	Ipanalangin Mo | Aurora | INCMV AWARDS 2026	https://www.youtube.com/watch?v=IQQHXEPBIz0	Fetched 05/24/2026, 3:46:56 PM GMT+8
139	Visayas	Antique	My Strength And Confidence	927	3 weeks ago	My Strength And Confidence | Antique | INCMV AWARDS 2026	https://www.youtube.com/watch?v=G2q4uanbfJk	Fetched 05/24/2026, 3:46:56 PM GMT+8
140	Luzon	Ilocos Sur	Anuman Po Ang Mangyari	917	3 weeks ago	Anuman Po Ang Mangyari | Ilocos Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=EHeiK2eTcQ0	Fetched 05/24/2026, 3:46:56 PM GMT+8
141	Abroad	Saskatchewan	Up	897	3 weeks ago	Up | Saskatchewan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=MLVvEaYoluQ	Fetched 05/24/2026, 3:46:56 PM GMT+8
142	Mindanao	Davao Del Norte	Takbuhin	885	2 weeks ago	Takbuhin | Davao Del Norte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=cmFXZ3uEVO4	Fetched 05/24/2026, 3:46:56 PM GMT+8
143	Abroad	Calgary	Everything Is Possible	882	3 weeks ago	Everything Is Possible | Calgary | INCMV AWARDS 2026	https://www.youtube.com/watch?v=utN_6BJcn6k	Fetched 05/24/2026, 3:46:56 PM GMT+8
144	Abroad	Greater Toronto	Battle Cry 2.0	871	3 weeks ago	Battle Cry 2.0 | Greater Toronto | INCMV AWARDS 2026	https://www.youtube.com/watch?v=bVFFX68oK7k	Fetched 05/24/2026, 3:46:56 PM GMT+8
145	Luzon	Calamba City Laguna	Mag-uumapaw Ang Pag-asa	864	3 weeks ago	Mag-uumapaw Ang Pag-asa | Calamba City Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=qGL-dl2E6-s	Fetched 05/24/2026, 3:46:56 PM GMT+8
146	Luzon	Abra	Anuman Po Ang Mangyari	802	3 weeks ago	Anuman Po Ang Mangyari | Abra | INCMV AWARDS 2026	https://www.youtube.com/watch?v=_Reye45fgJM	Fetched 05/24/2026, 3:46:56 PM GMT+8
147	Abroad	Southern Ontario	A Prayer To God	751	3 weeks ago	A Prayer To God | Southern Ontario | INCMV AWARDS 2026	https://www.youtube.com/watch?v=4NjHXWNNNmc	Fetched 05/24/2026, 3:46:56 PM GMT+8
148	Mindanao	Koronadal City, South Cotabato	Anuman Po Ang Mangyari	613	3 weeks ago	Anuman Po Ang Mangyari | Koronadal City, South Cotabato | INCMV AWARDS 2026	https://www.youtube.com/watch?v=XZZukPcJJKo	Fetched 05/24/2026, 3:46:56 PM GMT+8
149	Abroad	Micronesia	Still Blessed By God	598	3 weeks ago	Still Blessed By God | Micronesia | INCMV AWARDS 2026	https://www.youtube.com/watch?v=qTmJBPVIEpc	Fetched 05/24/2026, 3:46:56 PM GMT+8
150	Visayas	San Carlos City, Negros Occidental	Enlightened	591	3 weeks ago	Enlightened | San Carlos City, Negros Occidental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=ffrtWU5cB4A	Fetched 05/24/2026, 3:46:56 PM GMT+8
